,caseid,caseno,claimant,isapproved,respondent,status,isapproved,dateregistered,isapproved,country_clean,country_iso3,extraction_method,registration_year,registration_month,registration_day,miningcase
1037,1369,ARB/07/13,S&T Oil Equipment & Machinery Ltd. ,Y,Romania,Concluded,Y,2007-07-16 00:00:00,Y,Romania,ROU,pycountry,2007,7,16,No
1038,1370,ARB/07/12,Toto Costruzioni Generali S.p.A. ,Y,Lebanese Republic,Concluded,Y,2007-07-03 00:00:00,Y,Lebanon,LBN,pycountry,2007,7,3,No
1039,1372,ARB/07/11,ALAS International Baustoffproduktions AG,Y,Bosnia and Herzegovina ,Concluded,Y,2007-05-09 00:00:00,Y,Bosnia and Herzegovina,BIH,pycountry,2007,5,9,No
1040,1373,ARB/07/10,M. Meerapfel Söhne AG,Y,Central African Republic ,Concluded,Y,2007-04-25 00:00:00,Y,Central African Republic,CAF,pycountry,2007,4,25,No
1041,1374,ARB/07/9,"Bureau Veritas, Inspection, Valuation, Assessment and Control, BIVAC B.V.",Y,Republic of Paraguay ,Concluded,Y,2007-04-11 00:00:00,Y,Paraguay,PRY,pycountry,2007,4,11,No
1042,1375,ARB/07/8,Giovanni Alemanni and others,Y,Argentine Republic,Concluded,Y,2007-03-27 00:00:00,Y,Argentina,ARG,pycountry,2007,3,27,No
1043,1376,ARB(AF)/07/3,Alasdair Ross Anderson and others ,Y,Republic of Costa Rica ,Concluded,Y,2007-03-27 00:00:00,Y,Costa Rica,CRI,pycountry,2007,3,27,No
1044,1377,ARB(AF)/07/2,Europe Cement Investment and Trade S.A.,Y,Republic of Turkey ,Concluded,Y,2007-03-06 00:00:00,Y,Turkey,,alias,2007,3,6,No
1045,1378,ARB/07/7,Global Gold Mining LLC ,Y,Republic of Armenia ,Concluded,Y,2007-02-20 00:00:00,Y,Armenia,ARM,pycountry,2007,2,20,Yes
1046,1379,ARB/07/6,Tza Yap Shum ,Y,Republic of Peru ,Concluded,Y,2007-02-12 00:00:00,Y,Peru,PER,pycountry,2007,2,12,No
1047,1381,ARB/07/5,Abaclat and others ,Y,Argentine Republic ,Concluded,Y,2007-02-07 00:00:00,Y,Argentina,ARG,pycountry,2007,2,7,No
1048,1382,ARB/07/4,Eni Dación B.V. ,Y,Bolivarian Republic of Venezuela,Concluded,Y,2007-02-06 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2007,2,6,Yes
1050,1384,ARB/07/2,RSM Production Corporation ,Y,Central African Republic ,Concluded,Y,2007-01-18 00:00:00,Y,Central African Republic,CAF,pycountry,2007,1,18,Yes
1051,1386,ARB/07/1,Fondel Metal Participations B.V. ,Y,Republic of Azerbaijan ,Concluded,Y,2007-01-09 00:00:00,Y,Azerbaijan,AZE,pycountry,2007,1,9,Yes
1052,1387,ARB(AF)/07/1,"Piero Foresti, Laura de Carli and others",Y,Republic of South Africa ,Concluded,Y,2007-01-08 00:00:00,Y,South Africa,ZAF,pycountry,2007,1,8,Yes
1054,1389,ARB/06/19,"Nations Energy, Inc. and others ",Y,Republic of Panama ,Concluded,Y,2006-12-11 00:00:00,Y,Panama,PAN,pycountry,2006,12,11,No
1055,1391,ARB/06/18,Joseph C. Lemire ,Y,Ukraine,Concluded,Y,2006-12-08 00:00:00,Y,Ukraine,UKR,pycountry,2006,12,8,No
1056,1393,ARB(AF)/06/2,"Cementownia ""Nowa Huta"" S.A.",Y,Republic of Turkey ,Concluded,Y,2006-11-16 00:00:00,Y,Turkey,,alias,2006,11,16,No
1057,1394,ARB/06/17,"Técnicas Reunidas, S.A. and Eurocontrol, S.A. ",Y,Republic of Ecuador ,Concluded,Y,2006-10-31 00:00:00,Y,Ecuador,ECU,pycountry,2006,10,31,Yes
1058,1395,ARB/06/16,Barmek Holding A.S.,Y,Republic of Azerbaijan ,Concluded,Y,2006-10-16 00:00:00,Y,Azerbaijan,AZE,pycountry,2006,10,16,No
1059,1396,ARB/06/15,"Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V.",Y,Republic of Azerbaijan ,Concluded,Y,2006-08-30 00:00:00,Y,Azerbaijan,AZE,pycountry,2006,8,30,Yes
1060,1397,ARB/06/13,"Aguaytia Energy, LLC ",Y,Republic of Peru ,Concluded,Y,2006-07-17 00:00:00,Y,Peru,PER,pycountry,2006,7,17,No
1061,1398,ARB/06/12,Scancem International ANS ,Y,Republic of Congo ,Concluded,Y,2006-07-17 00:00:00,Y,Congo,COG,embedded_pycountry,2006,7,17,No
1062,1399,ARB/06/11,Occidental Petroleum Corporation and Occidental Exploration and Production Company ,Y,Republic of Ecuador ,Concluded,Y,2006-07-13 00:00:00,Y,Ecuador,ECU,pycountry,2006,7,13,Yes
1063,1401,ARB/06/10,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd.",Y,People's Republic of Bangladesh,Concluded,Y,2006-06-30 00:00:00,Y,Bangladesh,BGD,pycountry,2006,6,30,Yes
1064,1402,ARB/06/9,Branimir Mensik ,Y,Slovak Republic ,Concluded,Y,2006-05-10 00:00:00,Y,Slovakia,SVK,pycountry,2006,5,10,No
1065,1403,ARB/06/8,Libananco Holdings Co. Limited,Y,Republic of Turkey ,Concluded,Y,2006-04-19 00:00:00,Y,Turkey,,alias,2006,4,19,No
1066,1405,ARB(AF)/06/1,Sistem Muhendislik Insaat Sanayi ve Ticaret A.S. ,Y,Kyrgyz Republic ,Concluded,Y,2006-04-12 00:00:00,Y,Kyrgyzstan,KGZ,alias,2006,4,12,No
1067,1406,ARB/06/7,Togo Electricité and GDF-Suez Energie Services,Y,Republic of Togo ,Concluded,Y,2006-04-10 00:00:00,Y,Togo,TGO,embedded_pycountry,2006,4,10,No
1068,1408,ARB/06/5,Phoenix Action Ltd ,Y,Czech Republic ,Concluded,Y,2006-03-23 00:00:00,Y,Czechia,CZE,pycountry,2006,3,23,No
1069,1409,ARB/06/4,Vestey Group Ltd ,Y,Bolivarian Republic of Venezuela ,Concluded,Y,2006-03-14 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2006,3,14,No
1070,1411,ARB/06/3,The Rompetrol Group N.V. ,Y,Romania,Concluded,Y,2006-02-14 00:00:00,Y,Romania,ROU,pycountry,2006,2,14,Yes
1071,1412,ARB/06/2,Quiborax S.A. and Non-Metallic Minerals S.A.,Y,Plurinational State of Bolivia ,Concluded,Y,2006-02-06 00:00:00,Y,"Bolivia, Plurinational State of",BOL,pycountry,2006,2,6,Yes
1072,1414,ARB/06/1,Spyridon Roussalis ,Y,Romania,Concluded,Y,2006-01-10 00:00:00,Y,Romania,ROU,pycountry,2006,1,10,No
1073,1415,ARB/05/24,Hrvatska Elektroprivreda d.d. ,Y,Republic of Slovenia ,Concluded,Y,2005-12-28 00:00:00,Y,Slovenia,SVN,pycountry,2005,12,28,No
1074,1416,ARB/05/23,Ares International S.r.l. and MetalGeo S.r.l.,Y,Georgia,Concluded,Y,2005-11-09 00:00:00,Y,Georgia,GEO,pycountry,2005,11,9,No
1075,1418,ARB/05/22,Biwater Gauff (Tanzania) Limited,Y,United Republic of Tanzania,Concluded,Y,2005-11-02 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2005,11,2,No
1076,1419,ARB/05/21,"African Holding Company of America, Inc. and Société Africaine de Construction au Congo S.A.R.L. ",Y,Democratic Republic of the Congo ,Concluded,Y,2005-10-27 00:00:00,Y,Congo,COG,embedded_pycountry,2005,10,27,No
1077,1420,ARB/05/20,"Ioan Micula, Viorel Micula and others ",Y,Romania,Concluded,Y,2005-10-13 00:00:00,Y,Romania,ROU,pycountry,2005,10,13,No
1078,1423,ARB/05/19,Helnan International Hotels A/S ,Y,Arab Republic of Egypt ,Concluded,Y,2005-10-05 00:00:00,Y,Egypt,EGY,pycountry,2005,10,5,No
1079,1425,ARB/05/18,Ioannis Kardassopoulos ,Y,Georgia,Concluded,Y,2005-10-03 00:00:00,Y,Georgia,GEO,pycountry,2005,10,3,Yes
1080,1428,ARB/05/17,Desert Line Projects LLC ,Y,Republic of Yemen,Concluded,Y,2005-09-30 00:00:00,Y,Yemen,YEM,pycountry,2005,9,30,No
1081,1429,ARB/05/16,Rumeli Telekom A.S. and Telsim Mobil Telekomunikasyon Hizmetleri A.S. ,Y,Republic of Kazakhstan ,Concluded,Y,2005-08-30 00:00:00,Y,Kazakhstan,KAZ,pycountry,2005,8,30,No
1082,1431,ARB(AF)/05/2,"Cargill, Incorporated ",Y,United Mexican States ,Concluded,Y,2005-08-30 00:00:00,Y,Mexico,MEX,pycountry,2005,8,30,No
1083,1432,ARB/05/15,Waguih Elie George Siag and Clorinda Vecchi ,Y,Arab Republic of Egypt ,Concluded,Y,2005-08-05 00:00:00,Y,Egypt,EGY,pycountry,2005,8,5,No
1084,1434,ARB/05/14,RSM Production Corporation ,Y,Grenada ,Concluded,Y,2005-08-05 00:00:00,Y,Grenada,GRD,pycountry,2005,8,5,Yes
1085,1436,ARB/05/13,EDF (Services) Limited ,Y,Romania,Concluded,Y,2005-07-29 00:00:00,Y,Romania,ROU,pycountry,2005,7,29,No
1087,1438,ARB/05/11,Asset Recovery Trust S.A. ,Y,Argentine Republic ,Concluded,Y,2005-06-23 00:00:00,Y,Argentina,ARG,pycountry,2005,6,23,No
1088,1439,ARB/05/9,"Empresa Eléctrica del Ecuador, Inc. (EMELEC) ",Y,Republic of Ecuador ,Concluded,Y,2005-05-26 00:00:00,Y,Ecuador,ECU,pycountry,2005,5,26,No
1089,1440,ARB/05/7,Saipem S.p.A. ,Y,People's Republic of Bangladesh,Concluded,Y,2005-04-25 00:00:00,Y,Bangladesh,BGD,pycountry,2005,4,25,Yes
1090,1441,ARB/05/6,Bernardus Henricus Funnekotter and others ,Y,Republic of Zimbabwe ,Concluded,Y,2005-04-15 00:00:00,Y,Zimbabwe,ZWE,pycountry,2005,4,15,No
1091,1442,ARB/05/5,"TSA Spectrum de Argentina, S.A. ",Y,Argentine Republic ,Concluded,Y,2005-04-08 00:00:00,Y,Argentina,ARG,pycountry,2005,4,8,No
1092,1443,ARB/05/4,I&I Beheer B.V. ,Y,Bolivarian Republic of Venezuela ,Concluded,Y,2005-04-06 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2005,4,6,No
1093,1444,ARB/05/3,"LESI, S.p.A. and Astaldi, S.p.A. ",Y,People's Democratic Republic of Algeria,Concluded,Y,2005-03-18 00:00:00,Y,Algeria,DZA,pycountry,2005,3,18,No
1094,1445,ARB/05/2,Compañía General de Electricidad S.A. and CGE Argentina S.A. ,Y,Argentine Republic ,Concluded,Y,2005-02-04 00:00:00,Y,Argentina,ARG,pycountry,2005,2,4,No
1095,1446,ARB/05/1,Daimler Financial Services AG,Y,Argentine Republic ,Concluded,Y,2005-01-14 00:00:00,Y,Argentina,ARG,pycountry,2005,1,14,No
1096,1448,ARB(AF)/04/6,Vannessa Ventures Ltd. ,Y,Bolivarian Republic of Venezuela ,Concluded,Y,2004-10-28 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2004,10,28,Yes
1097,1449,ARB/04/19,Duke Energy Electroquil Partners and Electroquil S.A. ,Y,Republic of Ecuador ,Concluded,Y,2004-10-07 00:00:00,Y,Ecuador,ECU,pycountry,2004,10,7,No
1098,1450,ARB(AF)/04/5,"Archer Daniels Midland Company and Tate & Lyle Ingredients Americas, Inc.",Y,United Mexican States ,Concluded,Y,2004-09-29 00:00:00,Y,Mexico,MEX,pycountry,2004,9,29,No
1099,1455,ARB(AF)/04/4,"Talsud, S.A. ",Y,United Mexican States ,Concluded,Y,2004-09-29 00:00:00,Y,Mexico,MEX,pycountry,2004,9,29,No
1100,1456,ARB(AF)/04/3,"Gemplus, S.A., SLP, S.A. and Gemplus Industrial, S.A. de C.V. ",Y,United Mexican States ,Concluded,Y,2004-09-29 00:00:00,Y,Mexico,MEX,pycountry,2004,9,29,No
1101,1457,ARB/04/16,Mobil Exploration and Development Argentina Inc. Suc. Argentina and Mobil Argentina S.A.,Y,Argentine Republic,Concluded,Y,2004-08-05 00:00:00,Y,Argentina,ARG,pycountry,2004,8,5,Yes
1102,1459,ARB/04/14,Wintershall Aktiengesellschaft ,Y,Argentine Republic,Concluded,Y,2004-07-15 00:00:00,Y,Argentina,ARG,pycountry,2004,7,15,Yes
1103,1460,ARB/04/13,Jan de Nul N.V. and Dredging International N.V. ,Y,Arab Republic of Egypt ,Concluded,Y,2004-05-27 00:00:00,Y,Egypt,EGY,pycountry,2004,5,27,No
1104,1461,ARB/04/12,ABCI Investments Limited,Y,Republic of Tunisia ,Concluded,Y,2004-04-06 00:00:00,Y,Tunisia,TUN,pycountry,2004,4,6,No
1105,1463,ARB/04/11,Russell Resources International Limited and others ,Y,Democratic Republic of the Congo,Concluded,Y,2004-04-06 00:00:00,Y,Congo,COG,embedded_pycountry,2004,4,6,Yes
1106,1464,ARB/04/9,CIT Group Inc. ,Y,Argentine Republic,Concluded,Y,2004-02-27 00:00:00,Y,Argentina,ARG,pycountry,2004,2,27,No
1107,1465,ARB/04/8,BP America Production Company and others ,Y,Argentine Republic,Concluded,Y,2004-02-27 00:00:00,Y,Argentina,ARG,pycountry,2004,2,27,No
1108,1466,ARB/04/6,OKO Pankki Oyj and others ,Y,Republic of Estonia ,Concluded,Y,2004-02-20 00:00:00,Y,Estonia,EST,pycountry,2004,2,20,No
1109,1467,ARB/04/5,Compagnie d'Exploitation du Chemin de Fer Transgabonais,Y,Gabonese Republic ,Concluded,Y,2004-02-10 00:00:00,Y,Gabon,GAB,alias,2004,2,10,No
1110,1469,ARB/04/4,SAUR International S.A.,Y,Argentine Republic,Concluded,Y,2004-01-27 00:00:00,Y,Argentina,ARG,pycountry,2004,1,27,No
1111,1471,ARB/04/1,Total S.A. ,Y,Argentine Republic,Concluded,Y,2004-01-22 00:00:00,Y,Argentina,ARG,pycountry,2004,1,22,Yes
1112,1473,ARB(AF)/04/1,"Corn Products International, Inc.",Y,United Mexican States,Concluded,Y,2004-01-26 00:00:00,Y,Mexico,MEX,pycountry,2004,1,26,No
1113,1477,ARB/03/30,Azurix Corp. ,Y,Argentine Republic,Concluded,Y,2003-12-08 00:00:00,Y,Argentina,ARG,pycountry,2003,12,8,No
1114,1478,ARB/03/29,Bayındır İnşaat Turizm Ticaret ve Sanayi A.Ş.,Y,Islamic Republic of Pakistan ,Concluded,Y,2003-12-01 00:00:00,Y,Pakistan,PAK,pycountry,2003,12,1,No
1115,1479,ARB/03/28,Duke Energy International Peru Investments No. 1 Ltd. ,Y,Republic of Peru ,Concluded,Y,2003-10-24 00:00:00,Y,Peru,PER,pycountry,2003,10,24,No
1116,1481,ARB/03/27,Unisys Corporation ,Y,Argentine Republic,Concluded,Y,2003-10-15 00:00:00,Y,Argentina,ARG,pycountry,2003,10,15,No
1117,1482,ARB/03/24,Plama Consortium Limited ,Y,Republic of Bulgaria ,Concluded,Y,2003-08-19 00:00:00,Y,Bulgaria,BGR,pycountry,2003,8,19,Yes
1118,1484,ARB/03/23,"EDF International S.A., SAUR International S.A. and León Participaciones Argentinas S.A. ",Y,Argentine Republic,Concluded,Y,2003-08-12 00:00:00,Y,Argentina,ARG,pycountry,2003,8,12,No
1119,1486,ARB/03/22,Electricidad Argentina S.A. and EDF International S.A.,Y,Argentine Republic,Concluded,Y,2003-08-12 00:00:00,Y,Argentina,ARG,pycountry,2003,8,12,No
1120,1487,ARB/03/21,Enersis S.A. and others,Y,Argentine Republic,Concluded,Y,2003-07-22 00:00:00,Y,Argentina,ARG,pycountry,2003,7,22,No
1121,1488,ARB/03/20,Telefónica S.A,Y,Argentine Republic,Concluded,Y,2003-07-21 00:00:00,Y,Argentina,ARG,pycountry,2003,7,21,No
1122,1489,ARB/03/19,"Suez, Sociedad General de Aguas de Barcelona S.A. and Vivendi Universal S.A",Y,Argentine Republic,Concluded,Y,2003-07-17 00:00:00,Y,Argentina,ARG,pycountry,2003,7,17,No
1123,1491,ARB/03/17,"Suez, Sociedad General de Aguas de Barcelona S.A. and Interagua Servicios Integrales de Agua S.A.",Y,Argentine Republic,Concluded,Y,2003-07-17 00:00:00,Y,Argentina,ARG,pycountry,2003,7,17,No
1124,1494,ARB/03/15,El Paso Energy International Company ,Y,Argentine Republic,Concluded,Y,2003-06-12 00:00:00,Y,Argentina,ARG,pycountry,2003,6,12,No
1125,1496,ARB/03/14,Miminco LLC and others,Y,Democratic Republic of the Congo,Concluded,Y,2003-06-09 00:00:00,Y,Congo,COG,embedded_pycountry,2003,6,9,Yes
1126,1497,ARB/03/13,Pan American Energy LLC and BP Argentina Exploration Company ,Y,Argentine Republic,Concluded,Y,2003-06-06 00:00:00,Y,Argentina,ARG,pycountry,2003,6,6,No
1127,1498,ARB/03/10,"Gas Natural SDG, S.A. ",Y,Argentine Republic,Concluded,Y,2003-05-29 00:00:00,Y,Argentina,ARG,pycountry,2003,5,29,Yes
1128,1499,ARB/03/9,Continental Casualty Company ,Y,Argentine Republic,Concluded,Y,2003-05-22 00:00:00,Y,Argentina,ARG,pycountry,2003,5,22,No
1129,1502,ARB/03/5,Metalpar S.A. and Buen Aire S.A.,Y,Argentine Republic,Concluded,Y,2003-04-07 00:00:00,Y,Argentina,ARG,pycountry,2003,4,7,No
1130,1503,ARB/03/2,Camuzzi International S.A. ,Y,Argentine Republic,Concluded,Y,2003-02-27 00:00:00,Y,Argentina,ARG,pycountry,2003,2,27,Yes
1131,1504,ARB/02/17,AES Corporation ,Y,Argentine Republic,Pending,Y,2002-12-19 00:00:00,Y,Argentina,ARG,pycountry,2002,12,19,No
1132,1506,ARB/02/16,Sempra Energy International ,Y,Argentine Republic,Concluded,Y,2002-12-06 00:00:00,Y,Argentina,ARG,pycountry,2002,12,6,Yes
1133,1509,ARB/02/8,Siemens A.G. ,Y,Argentine Republic,Concluded,Y,2002-07-17 00:00:00,Y,Argentina,ARG,pycountry,2002,7,17,No
1134,1512,ARB/02/6,SGS Société Générale de Surveillance S.A. ,Y,Republic of the Philippines ,Concluded,Y,2002-06-06 00:00:00,Y,Philippines,PHL,pycountry,2002,6,6,No
1135,1513,ARB/01/12,Azurix Corp. ,Y,Argentine Republic ,Concluded,Y,2001-10-23 00:00:00,Y,Argentina,ARG,pycountry,2001,10,23,No
1136,1515,ARB/01/8,CMS Gas Transmission Company ,Y,Argentine Republic ,Concluded,Y,2001-08-24 00:00:00,Y,Argentina,ARG,pycountry,2001,8,24,Yes
1137,1517,ARB/01/3,"Enron Creditors Recovery Corporation (formerly Enron Corporation) and Ponderosa Assets, L.P. ",Y,Argentine Republic ,Concluded,Y,2001-04-11 00:00:00,Y,Argentina,ARG,pycountry,2001,4,11,Yes
1138,1522,ARB/01/2,Antoine Goetz and others,Y,Republic of Burundi ,Concluded,Y,2001-03-27 00:00:00,Y,Burundi,BDI,pycountry,2001,3,27,Yes
1139,1523,ARB/98/2,Víctor Pey Casado and President Allende Foundation ,Y,Republic of Chile ,Concluded,Y,1998-04-20 00:00:00,Y,Chile,CHL,pycountry,1998,4,20,No
